sekunda,plama_px,plam,tlo_px,zapisana
288.8,0,0,0,0
289.0,0,0,239,0
289.2,0,0,0,0
289.5,0,0,0,0
289.8,0,0,0,0
290.0,0,0,94,0
290.2,0,0,0,0
290.5,0,0,0,0
290.8,0,0,0,0
291.0,0,0,268,0
291.2,0,0,0,0
291.5,0,0,0,0
291.8,0,0,0,0
292.0,0,0,213,0
292.2,0,0,0,0
292.5,0,0,0,0
292.8,0,0,0,0
293.0,0,0,94,0
293.2,0,0,0,0
293.5,0,0,0,0
293.8,0,0,0,0
294.0,0,0,388,0
294.2,0,0,0,0
294.5,0,0,0,0
294.8,0,0,0,0
295.0,0,0,243,0
295.2,0,0,0,0
295.5,0,0,0,0
295.8,0,0,0,0
296.0,0,0,210,0
296.2,0,0,0,0
296.5,0,0,0,0
296.8,0,0,0,0
297.0,0,0,133,0
297.2,0,0,0,0
297.5,0,0,0,0
297.8,0,0,0,0
298.0,0,0,243,0
298.2,0,0,0,0
298.5,0,0,0,0
298.8,0,0,236,0
299.0,0,0,0,0
299.2,0,0,0,0
299.5,0,0,0,0
299.8,0,0,92,0
300.0,0,0,0,0
300.2,0,0,0,0
300.5,0,0,0,0
300.8,0,0,272,0
301.0,0,0,0,0
301.2,0,0,0,0
301.5,0,0,0,0
301.8,0,0,218,0
302.0,0,0,0,0
302.2,0,0,0,0
302.5,0,0,0,0
302.8,0,0,88,0
303.0,99,4,0,0
303.2,98,4,0,0
303.5,0,0,0,0
303.8,0,0,342,0
304.0,0,0,0,0
304.2,0,0,0,0
304.5,0,0,0,0
304.8,0,0,250,0
305.0,0,0,0,0
305.2,0,0,0,0
305.5,0,0,0,0
305.8,0,0,205,0
306.0,0,0,0,0
306.2,0,0,0,0
306.5,0,0,0,0
306.8,0,0,133,0
307.0,0,0,0,0
307.2,0,0,0,0
307.5,0,0,0,0
307.8,0,0,241,0
308.0,0,0,0,0
308.2,0,0,0,0
308.5,0,0,0,0
308.8,0,0,244,0
309.0,0,0,0,0
309.2,0,0,0,0
309.5,0,0,0,0
309.8,0,0,92,0
310.0,0,0,0,0
310.2,0,0,0,0
310.5,0,0,0,0
310.8,0,0,271,0
311.0,0,0,0,0
311.2,0,0,0,0
311.5,0,0,0,0
311.8,0,0,215,0
312.0,0,0,0,0
312.2,0,0,0,0
312.5,0,0,0,0
312.8,0,0,93,0
313.0,0,0,0,0
313.2,0,0,0,0
313.5,0,0,0,0
313.8,0,0,269,0
314.0,0,0,0,0
314.2,0,0,0,0
314.5,0,0,0,0
314.8,0,0,243,0
315.0,0,0,0,0
315.2,0,0,0,0
315.5,0,0,0,0
315.8,0,0,206,0
316.0,0,0,0,0
316.2,0,0,0,0
316.5,0,0,0,0
316.8,0,0,132,0
317.0,0,0,0,0
317.2,0,0,0,0
317.5,0,0,0,0
317.8,0,0,238,0
318.0,0,0,0,0
318.2,0,0,0,0
318.5,0,0,0,0
318.8,0,0,240,0
319.0,0,0,0,0
319.2,0,0,0,0
319.5,0,0,0,0
319.8,0,0,97,0
320.0,0,0,0,0
320.2,0,0,0,0
320.5,0,0,0,0
320.8,0,0,272,0
321.0,0,0,0,0
321.2,0,0,0,0
321.5,0,0,0,0
321.8,0,0,214,0
322.0,0,0,0,0
322.2,0,0,0,0
322.5,0,0,0,0
322.8,0,0,93,0
323.0,0,0,0,0
323.2,0,0,0,0
323.5,0,0,0,0
323.8,0,0,372,0
324.0,0,0,0,0
324.2,0,0,0,0
324.5,0,0,0,0
324.8,0,0,246,0
325.0,0,0,0,0
325.2,0,0,0,0
325.5,0,0,0,0
325.8,0,0,211,0
326.0,0,0,0,0
326.2,0,0,0,0
326.5,0,0,0,0
326.8,0,0,130,0
327.0,0,0,0,0
327.2,0,0,0,0
327.5,0,0,0,0
327.8,0,0,240,0
328.0,0,0,0,0
328.2,0,0,0,0
328.5,0,0,0,0
328.8,0,0,237,0
329.0,0,0,0,0
329.2,0,0,0,0
329.5,0,0,0,0
329.8,0,0,95,0
330.0,0,0,0,0
330.2,0,0,0,0
330.5,0,0,0,0
330.8,0,0,274,0
331.0,0,0,0,0
331.2,0,0,0,0
331.5,0,0,0,0
331.8,0,0,213,0
332.0,0,0,0,0
332.2,0,0,0,0
332.5,0,0,0,0
332.8,0,0,89,0
333.0,0,0,0,0
333.2,0,0,0,0
333.5,0,0,0,0
333.8,0,0,367,0
334.0,0,0,0,0
334.2,0,0,0,0
334.5,0,0,0,0
334.8,0,0,241,0
335.0,0,0,0,0
335.2,0,0,0,0
335.5,0,0,0,0
335.8,0,0,211,0
336.0,0,0,0,0
336.2,0,0,0,0
336.5,0,0,0,0
336.8,0,0,133,0
337.0,0,0,0,0
337.2,0,0,0,0
337.5,0,0,0,0
337.8,0,0,243,0
338.0,0,0,0,0
338.2,0,0,0,0
338.5,0,0,0,0
338.8,0,0,232,0
339.0,0,0,0,0
339.2,0,0,0,0
339.5,0,0,0,0
339.8,0,0,95,0
340.0,0,0,0,0
340.2,0,0,0,0
340.5,0,0,0,0
340.8,0,0,272,0
341.0,0,0,0,0
341.2,0,0,0,0
341.5,0,0,0,0
341.8,0,0,214,0
342.0,0,0,0,0
342.2,0,0,0,0
342.5,0,0,0,0
342.8,0,0,89,0
343.0,0,0,0,0
343.2,0,0,0,0
343.5,0,0,0,0
343.8,0,0,545,0
344.0,0,0,0,0
344.2,0,0,0,0
344.5,0,0,0,0
344.8,0,0,250,0
345.0,0,0,0,0
345.2,0,0,0,0
345.5,0,0,0,0
345.8,0,0,207,0
346.0,0,0,0,0
346.2,0,0,0,0
346.5,0,0,0,0
346.8,0,0,131,0
347.0,0,0,0,0
347.2,0,0,0,0
347.5,0,0,0,0
347.8,0,0,237,0
348.0,0,0,0,0
348.2,0,0,0,0
348.5,0,0,0,0
348.8,0,0,231,0
349.0,0,0,0,0
349.2,0,0,0,0
349.5,0,0,0,0
349.8,0,0,95,0
350.0,0,0,0,0
350.2,0,0,0,0
350.5,0,0,0,0
350.8,0,0,271,0
351.0,0,0,0,0
351.2,0,0,0,0
351.5,0,0,0,0
351.8,0,0,217,0
352.0,0,0,0,0
352.2,0,0,0,0
352.5,0,0,0,0
352.8,0,0,89,0
353.0,0,0,0,0
353.2,0,0,0,0
353.5,0,0,0,0
353.8,0,0,383,0
354.0,0,0,0,0
354.2,0,0,0,0
354.5,0,0,0,0
354.8,0,0,254,0
355.0,0,0,0,0
355.2,0,0,0,0
355.5,0,0,0,0
355.8,0,0,205,0
356.0,0,0,0,0
356.2,0,0,0,0
356.5,0,0,0,0
356.8,0,0,132,0
357.0,0,0,0,0
357.2,0,0,0,0
357.5,0,0,0,0
357.8,0,0,247,0
358.0,0,0,0,0
358.2,0,0,0,0
358.5,0,0,0,0
358.8,0,0,243,0
359.0,0,0,0,0
359.2,0,0,0,0
359.5,0,0,0,0
359.8,0,0,95,0
360.0,0,0,0,0
360.2,0,0,0,0
360.5,0,0,0,0
360.8,0,0,273,0
361.0,0,0,0,0
361.2,0,0,0,0
361.5,0,0,0,0
361.8,0,0,211,0
362.0,0,0,0,0
362.2,0,0,0,0
362.5,0,0,0,0
362.8,0,0,93,0
363.0,0,0,0,0
363.2,0,0,0,0
363.5,0,0,0,0
363.8,0,0,333,0
364.0,0,0,0,0
364.2,0,0,0,0
364.5,0,0,0,0
364.8,0,0,245,0
365.0,0,0,0,0
365.2,0,0,0,0
365.5,0,0,0,0
365.8,0,0,210,0
366.0,0,0,0,0
366.2,0,0,0,0
366.5,0,0,0,0
366.8,0,0,131,0
367.0,0,0,0,0
367.2,0,0,0,0
367.5,17,1,0,0
367.8,24,1,240,0
368.0,0,0,0,0
368.2,0,0,0,0
368.5,0,0,0,0
368.8,0,0,232,0
369.0,0,0,0,0
369.2,0,0,0,0
369.5,0,0,0,0
369.8,0,0,94,0
370.0,0,0,0,0
370.2,0,0,0,0
370.5,0,0,0,0
370.8,0,0,274,0
371.0,0,0,0,0
371.2,0,0,0,0
371.5,0,0,0,0
371.8,0,0,204,0
372.0,0,0,0,0
372.2,0,0,0,0
372.5,0,0,0,0
372.8,0,0,94,0
373.0,0,0,0,0
373.2,0,0,0,0
373.5,0,0,0,0
373.8,0,0,267,0
374.0,0,0,0,0
374.2,0,0,0,0
374.5,0,0,0,0
374.8,0,0,247,0
375.0,0,0,0,0
375.2,0,0,0,0
375.5,0,0,0,0
375.8,0,0,208,0
376.0,0,0,0,0
376.2,0,0,0,0
376.5,0,0,0,0
376.8,0,0,132,0
377.0,0,0,0,0
377.2,0,0,0,0
377.5,0,0,0,0
377.8,0,0,244,0
378.0,0,0,0,0
378.2,0,0,0,0
378.5,0,0,0,0
378.8,0,0,235,0
379.0,0,0,0,0
379.2,0,0,0,0
379.5,0,0,0,0
379.8,0,0,94,0
380.0,0,0,0,0
380.2,0,0,0,0
380.5,0,0,0,0
380.8,0,0,270,0
381.0,0,0,0,0
381.2,0,0,0,0
381.5,0,0,0,0
381.8,0,0,211,0
382.0,0,0,0,0
382.2,0,0,0,0
382.5,0,0,0,0
382.8,0,0,93,0
383.0,0,0,0,0
383.2,0,0,0,0
383.5,0,0,0,0
383.8,0,0,372,0
384.0,0,0,0,0
384.2,0,0,0,0
384.5,0,0,0,0
384.8,0,0,247,0
385.0,0,0,0,0
385.2,0,0,0,0
385.5,0,0,0,0
385.8,0,0,209,0
386.0,0,0,0,0
386.2,0,0,0,0
386.5,0,0,0,0
386.8,0,0,131,0
387.0,0,0,0,0
387.2,0,0,0,0
387.5,0,0,0,0
387.8,0,0,247,0
388.0,0,0,0,0
388.2,0,0,0,0
388.5,0,0,0,0
388.8,0,0,234,0
389.0,0,0,0,0
389.2,0,0,0,0
389.5,0,0,0,0
389.8,0,0,92,0
390.0,0,0,0,0
390.2,0,0,0,0
390.5,0,0,0,0
390.8,0,0,270,0
391.0,0,0,0,0
391.2,0,0,0,0
391.5,0,0,0,0
391.8,0,0,217,0
392.0,0,0,0,0
392.2,0,0,0,0
392.5,0,0,0,0
392.8,0,0,93,0
393.0,0,0,0,0
393.2,0,0,0,0
393.5,0,0,0,0
393.8,0,0,377,0
394.0,0,0,0,0
394.2,0,0,0,0
394.5,0,0,0,0
394.8,0,0,247,0
395.0,0,0,0,0
395.2,0,0,0,0
395.5,0,0,0,0
395.8,0,0,208,0
396.0,0,0,0,0
396.2,0,0,0,0
396.5,0,0,0,0
396.8,0,0,128,0
397.0,0,0,0,0
397.2,0,0,0,0
397.5,0,0,0,0
397.8,0,0,247,0
398.0,0,0,0,0
398.2,0,0,0,0
398.5,0,0,0,0
398.8,0,0,237,0
399.0,0,0,0,0
399.2,0,0,0,0
399.5,0,0,0,0
399.8,0,0,92,0
400.0,0,0,0,0
400.2,0,0,0,0
400.5,0,0,0,0
400.8,0,0,273,0
401.0,0,0,0,0
401.2,0,0,0,0
401.5,0,0,0,0
401.8,0,0,211,0
402.0,0,0,0,0
402.2,0,0,0,0
402.5,0,0,0,0
402.8,0,0,93,0
403.0,0,0,0,0
403.2,0,0,0,0
403.5,0,0,0,0
403.8,0,0,410,0
404.0,0,0,0,0
404.2,0,0,0,0
404.5,0,0,0,0
404.8,0,0,252,0
405.0,0,0,0,0
405.2,0,0,0,0
405.5,0,0,0,0
405.8,0,0,212,0
406.0,0,0,0,0
406.2,0,0,0,0
406.5,0,0,0,0
406.8,0,0,132,0
407.0,0,0,0,0
407.2,0,0,0,0
407.5,0,0,0,0
407.8,0,0,237,0
408.0,0,0,0,0
408.2,0,0,0,0
408.5,0,0,0,0
408.8,0,0,241,0
409.0,0,0,0,0
409.2,0,0,0,0
409.5,0,0,0,0
409.8,0,0,94,0
410.0,0,0,0,0
410.2,0,0,0,0
410.5,0,0,0,0
410.8,0,0,276,0
411.0,0,0,0,0
411.2,0,0,0,0
411.5,0,0,0,0
411.8,0,0,205,0
412.0,0,0,0,0
412.2,0,0,0,0
412.5,0,0,0,0
412.8,0,0,91,0
413.0,0,0,0,0
413.2,0,0,0,0
413.5,0,0,0,0
413.8,0,0,0,0
414.0,0,0,375,0
414.2,0,0,0,0
414.5,0,0,0,0
414.8,0,0,251,0
415.0,0,0,0,0
415.2,0,0,0,0
415.5,0,0,0,0
415.8,0,0,207,0
416.0,0,0,0,0
416.2,0,0,0,0
416.5,0,0,0,0
416.8,0,0,130,0
417.0,0,0,0,0
417.2,0,0,0,0
417.5,0,0,0,0
417.8,0,0,243,0
418.0,0,0,0,0
418.2,0,0,0,0
418.5,0,0,0,0
418.8,0,0,238,0
419.0,0,0,0,0
419.2,0,0,0,0
419.5,0,0,0,0
419.8,0,0,95,0
420.0,0,0,0,0
420.2,0,0,0,0
420.5,0,0,0,0
420.8,0,0,270,0
421.0,0,0,0,0
421.2,0,0,0,0
421.5,0,0,0,0
421.8,0,0,213,0
422.0,0,0,0,0
422.2,0,0,0,0
422.5,0,0,0,0
422.8,0,0,89,0
423.0,0,0,0,0
423.2,0,0,0,0
423.5,0,0,0,0
423.8,0,0,335,0
424.0,0,0,0,0
424.2,0,0,0,0
424.5,0,0,0,0
424.8,0,0,247,0
425.0,0,0,0,0
425.2,0,0,0,0
425.5,0,0,0,0
425.8,0,0,206,0
426.0,0,0,0,0
426.2,0,0,0,0
426.5,0,0,0,0
426.8,0,0,134,0
427.0,0,0,0,0
427.2,0,0,0,0
427.5,0,0,0,0
427.8,0,0,239,0
428.0,0,0,0,0
428.2,0,0,0,0
428.5,0,0,0,0
428.8,0,0,246,0
429.0,0,0,0,0
429.2,0,0,0,0
429.5,0,0,0,0
429.8,0,0,94,0
430.0,0,0,0,0
430.2,0,0,0,0
430.5,0,0,0,0
430.8,0,0,269,0
431.0,0,0,0,0
431.2,0,0,0,0
431.5,0,0,0,0
431.8,0,0,216,0
432.0,0,0,0,0
432.2,0,0,0,0
432.5,0,0,0,0
432.8,0,0,93,0
433.0,0,0,0,0
433.2,0,0,0,0
433.5,0,0,0,0
433.8,0,0,270,0
434.0,0,0,0,0
434.2,0,0,0,0
434.5,0,0,0,0
434.8,0,0,244,0
435.0,0,0,0,0
435.2,0,0,0,0
435.5,0,0,0,0
435.8,0,0,212,0
436.0,0,0,0,0
436.2,0,0,0,0
436.5,0,0,0,0
436.8,0,0,133,0
437.0,0,0,0,0
437.2,0,0,0,0
437.5,0,0,0,0
437.8,0,0,240,0
438.0,0,0,0,0
438.2,0,0,0,0
438.5,0,0,0,0
438.8,0,0,244,0
439.0,0,0,0,0
439.2,0,0,0,0
439.5,0,0,0,0
439.8,0,0,94,0
440.0,0,0,0,0
440.2,0,0,0,0
440.5,0,0,0,0
440.8,0,0,271,0
441.0,0,0,0,0
441.2,0,0,0,0
441.5,0,0,0,0
441.8,0,0,218,0
442.0,0,0,0,0
442.2,19,1,0,0
442.5,48,3,0,0
442.8,52,2,91,0
443.0,0,0,0,0
443.2,0,0,0,0
443.5,0,0,0,0
443.8,0,0,364,0
444.0,0,0,0,0
444.2,0,0,0,0
444.5,0,0,0,0
444.8,0,0,244,0
445.0,0,0,0,0
445.2,0,0,0,0
445.5,0,0,0,0
445.8,0,0,210,0
446.0,0,0,0,0
446.2,0,0,0,0
446.5,0,0,0,0
446.8,0,0,130,0
447.0,0,0,0,0
447.2,0,0,0,0
447.5,0,0,0,0
447.8,0,0,247,0
448.0,0,0,0,0
448.2,0,0,0,0
448.5,0,0,0,0
448.8,0,0,242,0
449.0,0,0,0,0
449.2,0,0,0,0
449.5,0,0,0,0
449.8,0,0,94,0
450.0,0,0,0,0
450.2,0,0,0,0
450.5,0,0,0,0
450.8,0,0,273,0
451.0,0,0,0,0
451.2,0,0,0,0
451.5,0,0,0,0
451.8,0,0,211,0
452.0,3509,1,0,1
452.2,3518,1,0,1
452.5,0,0,0,0
452.8,0,0,93,0
453.0,0,0,0,0
453.2,0,0,0,0
453.5,0,0,0,0
453.8,0,0,374,0
454.0,0,0,0,0
454.2,0,0,0,0
454.5,0,0,0,0
454.8,0,0,244,0
455.0,0,0,0,0
455.2,0,0,0,0
455.5,0,0,0,0
455.8,0,0,207,0
456.0,0,0,0,0
456.2,0,0,0,0
456.5,0,0,0,0
456.8,0,0,128,0
457.0,0,0,0,0
457.2,0,0,0,0
457.5,0,0,0,0
457.8,0,0,239,0
458.0,0,0,0,0
458.2,0,0,0,0
458.5,0,0,0,0
458.8,0,0,242,0
459.0,0,0,0,0
459.2,0,0,0,0
459.5,0,0,0,0
459.8,0,0,95,0
460.0,0,0,0,0
460.2,0,0,0,0
460.5,0,0,0,0
460.8,0,0,275,0
461.0,0,0,0,0
461.2,0,0,0,0
461.5,0,0,0,0
461.8,0,0,214,0
462.0,0,0,0,0
462.2,0,0,0,0
462.5,0,0,0,0
462.8,0,0,93,0
463.0,0,0,0,0
463.2,0,0,0,0
463.5,0,0,0,0
463.8,0,0,597,0
464.0,0,0,0,0
464.2,0,0,0,0
464.5,0,0,0,0
464.8,0,0,249,0
465.0,0,0,0,0
465.2,0,0,0,0
465.5,0,0,0,0
465.8,0,0,212,0
466.0,0,0,0,0
466.2,0,0,0,0
466.5,0,0,0,0
466.8,0,0,133,0
467.0,0,0,0,0
467.2,0,0,0,0
467.5,0,0,0,0
467.8,0,0,243,0
468.0,0,0,0,0
468.2,0,0,0,0
468.5,0,0,0,0
468.8,0,0,238,0
469.0,0,0,0,0
469.2,0,0,0,0
469.5,0,0,0,0
469.8,0,0,97,0
470.0,0,0,0,0
470.2,0,0,0,0
470.5,0,0,0,0
470.8,0,0,271,0
471.0,0,0,0,0
471.2,0,0,0,0
471.5,0,0,0,0
471.8,0,0,213,0
472.0,0,0,0,0
472.2,0,0,0,0
472.5,0,0,0,0
472.8,0,0,86,0
473.0,0,0,0,0
473.2,0,0,0,0
473.5,0,0,0,0
473.8,0,0,385,0
474.0,0,0,0,0
474.2,0,0,0,0
474.5,0,0,0,0
474.8,0,0,246,0
475.0,0,0,0,0
475.2,0,0,0,0
475.5,0,0,0,0
475.8,0,0,207,0
476.0,0,0,0,0
476.2,0,0,0,0
476.5,0,0,0,0
476.8,0,0,133,0
477.0,0,0,0,0
477.2,0,0,0,0
477.5,0,0,0,0
477.8,0,0,243,0
478.0,0,0,0,0
478.2,0,0,0,0
478.5,0,0,0,0
478.8,0,0,233,0
479.0,0,0,0,0
479.2,0,0,0,0
479.5,0,0,0,0
479.8,0,0,87,0
480.0,0,0,0,0
480.2,0,0,0,0
480.5,0,0,0,0
480.8,0,0,276,0
481.0,0,0,0,0
481.2,0,0,0,0
481.5,0,0,0,0
481.8,0,0,213,0
482.0,0,0,0,0
482.2,0,0,0,0
482.5,0,0,0,0
482.8,0,0,89,0
483.0,0,0,0,0
483.2,0,0,0,0
483.5,0,0,0,0
483.8,0,0,330,0
484.0,0,0,0,0
484.2,0,0,0,0
484.5,0,0,0,0
484.8,0,0,248,0
485.0,0,0,0,0
485.2,0,0,0,0
485.5,0,0,0,0
485.8,0,0,206,0
486.0,0,0,0,0
486.2,0,0,0,0
486.5,0,0,0,0
486.8,0,0,130,0
487.0,0,0,0,0
487.2,0,0,0,0
487.5,0,0,0,0
487.8,0,0,242,0
488.0,0,0,0,0
488.2,0,0,0,0
488.5,0,0,0,0
488.8,0,0,242,0
489.0,0,0,0,0
489.2,0,0,0,0
489.5,0,0,0,0
489.8,0,0,94,0
490.0,0,0,0,0
490.2,0,0,0,0
490.5,0,0,0,0
490.8,0,0,274,0
491.0,0,0,0,0
491.2,0,0,0,0
491.5,0,0,0,0
491.8,0,0,215,0
492.0,0,0,0,0
492.2,0,0,0,0
492.5,0,0,0,0
492.8,0,0,93,0
493.0,0,0,0,0
493.2,0,0,0,0
493.5,0,0,0,0
493.8,0,0,262,0
494.0,0,0,0,0
494.2,0,0,0,0
494.5,0,0,0,0
494.8,0,0,251,0
495.0,0,0,0,0
495.2,0,0,0,0
495.5,0,0,0,0
495.8,0,0,212,0
496.0,0,0,0,0
496.2,0,0,0,0
496.5,0,0,0,0
496.8,0,0,129,0
497.0,0,0,0,0
497.2,0,0,0,0
497.5,0,0,0,0
497.8,0,0,242,0
498.0,0,0,0,0
498.2,0,0,0,0
498.5,0,0,0,0
498.8,0,0,237,0
499.0,0,0,0,0
499.2,0,0,0,0
499.5,0,0,0,0
499.8,0,0,92,0
500.0,0,0,0,0
500.2,0,0,0,0
500.5,0,0,0,0
500.8,0,0,276,0
501.0,0,0,0,0
501.2,0,0,0,0
501.5,0,0,0,0
501.8,0,0,210,0
502.0,0,0,0,0
502.2,0,0,0,0
502.5,0,0,0,0
502.8,0,0,93,0
503.0,0,0,0,0
503.2,0,0,0,0
503.5,0,0,0,0
503.8,0,0,366,0
504.0,0,0,0,0
504.2,0,0,0,0
504.5,0,0,0,0
504.8,0,0,250,0
505.0,0,0,0,0
505.2,0,0,0,0
505.5,0,0,0,0
505.8,0,0,207,0
506.0,0,0,0,0
506.2,0,0,0,0
506.5,0,0,0,0
506.8,0,0,135,0
507.0,0,0,0,0
507.2,0,0,0,0
507.5,0,0,0,0
507.8,0,0,243,0
508.0,0,0,0,0
508.2,0,0,0,0
508.5,0,0,0,0
508.8,0,0,234,0
509.0,0,0,0,0
509.2,0,0,0,0
509.5,0,0,0,0
509.8,0,0,94,0
510.0,0,0,0,0
510.2,0,0,0,0
510.5,0,0,0,0
510.8,0,0,273,0
511.0,0,0,0,0
511.2,0,0,0,0
511.5,0,0,0,0
511.8,0,0,209,0
512.0,0,0,0,0
512.2,0,0,0,0
512.5,0,0,0,0
512.8,0,0,92,0
513.0,0,0,0,0
513.2,0,0,0,0
513.5,0,0,0,0
513.8,0,0,370,0
514.0,0,0,0,0
514.2,0,0,0,0
514.5,0,0,0,0
514.8,0,0,248,0
515.0,0,0,0,0
515.2,0,0,0,0
515.5,0,0,0,0
515.8,0,0,212,0
516.0,0,0,0,0
516.2,0,0,0,0
516.5,0,0,0,0
516.8,0,0,134,0
517.0,0,0,0,0
517.2,0,0,0,0
517.5,0,0,0,0
517.8,0,0,245,0
518.0,0,0,0,0
518.2,0,0,0,0
518.5,0,0,0,0
518.8,0,0,235,0
519.0,0,0,0,0
519.2,0,0,0,0
519.5,0,0,0,0
519.8,0,0,94,0
520.0,0,0,0,0
520.2,0,0,0,0
520.5,0,0,0,0
520.8,0,0,274,0
521.0,0,0,0,0
521.2,0,0,0,0
521.5,0,0,0,0
521.8,0,0,211,0
522.0,0,0,0,0
522.2,0,0,0,0
522.5,0,0,0,0
522.8,0,0,86,0
523.0,0,0,0,0
523.2,0,0,0,0
523.5,0,0,0,0
523.8,0,0,540,0
524.0,0,0,0,0
524.2,0,0,0,0
524.5,0,0,0,0
524.8,0,0,248,0
525.0,0,0,0,0
525.2,0,0,0,0
525.5,0,0,0,0
525.8,0,0,214,0
526.0,0,0,0,0
526.2,0,0,0,0
526.5,0,0,0,0
526.8,0,0,136,0
527.0,0,0,0,0
527.2,0,0,0,0
527.5,0,0,0,0
527.8,0,0,245,0
528.0,0,0,0,0
528.2,0,0,0,0
528.5,0,0,0,0
528.8,0,0,0,0
529.0,0,0,239,0
529.2,0,0,0,0
529.5,0,0,0,0
529.8,0,0,94,0
530.0,0,0,0,0
530.2,0,0,0,0
530.5,0,0,0,0
530.8,0,0,270,0
531.0,0,0,0,0
531.2,0,0,0,0
531.5,0,0,0,0
531.8,0,0,215,0
532.0,0,0,0,0
532.2,0,0,0,0
532.5,0,0,0,0
532.8,0,0,91,0
533.0,0,0,0,0
533.2,0,0,0,0
533.5,0,0,0,0
533.8,0,0,383,0
534.0,0,0,0,0
534.2,0,0,0,0
534.5,0,0,0,0
534.8,0,0,255,0
535.0,0,0,0,0
535.2,0,0,0,0
535.5,0,0,0,0
535.8,0,0,212,0
536.0,0,0,0,0
536.2,0,0,0,0
536.5,0,0,0,0
536.8,0,0,134,0
537.0,0,0,0,0
537.2,0,0,0,0
537.5,0,0,0,0
537.8,0,0,244,0
538.0,0,0,0,0
538.2,0,0,0,0
538.5,0,0,0,0
538.8,0,0,244,0
539.0,0,0,0,0
539.2,0,0,0,0
539.5,0,0,0,0
539.8,0,0,94,0
540.0,0,0,0,0
540.2,0,0,0,0
540.5,0,0,0,0
540.8,0,0,266,0
541.0,0,0,0,0
541.2,0,0,0,0
541.5,0,0,0,0
541.8,0,0,217,0
542.0,0,0,0,0
542.2,0,0,0,0
542.5,0,0,0,0
542.8,0,0,57,0
543.0,0,0,44,0
543.2,0,0,0,0
543.5,0,0,0,0
543.8,0,0,343,0
544.0,0,0,0,0
544.2,0,0,0,0
544.5,0,0,0,0
544.8,0,0,247,0
545.0,0,0,0,0
545.2,0,0,0,0
545.5,0,0,0,0
545.8,0,0,205,0
546.0,0,0,0,0
546.2,0,0,0,0
546.5,0,0,0,0
546.8,0,0,135,0
547.0,0,0,0,0
547.2,0,0,0,0
547.5,0,0,0,0
547.8,0,0,0,0
548.0,0,0,240,0
548.2,0,0,0,0
548.5,0,0,0,0
548.8,0,0,239,0
549.0,0,0,0,0
549.2,0,0,0,0
549.5,0,0,0,0
549.8,0,0,95,0
550.0,0,0,0,0
550.2,0,0,0,0
550.5,0,0,0,0
550.8,0,0,274,0
551.0,0,0,0,0
551.2,0,0,0,0
551.5,0,0,0,0
551.8,0,0,216,0
552.0,0,0,0,0
552.2,0,0,0,0
552.5,0,0,0,0
552.8,0,0,93,0
553.0,0,0,0,0
553.2,0,0,0,0
553.5,0,0,0,0
553.8,0,0,264,0
554.0,0,0,0,0
554.2,0,0,0,0
554.5,0,0,0,0
554.8,0,0,243,0
555.0,0,0,0,0
555.2,0,0,0,0
555.5,0,0,0,0
555.8,0,0,211,0
556.0,0,0,0,0
556.2,0,0,0,0
556.5,0,0,0,0
556.8,0,0,133,0
557.0,0,0,0,0
557.2,0,0,0,0
557.5,0,0,0,0
557.8,0,0,235,0
558.0,0,0,0,0
558.2,0,0,0,0
558.5,0,0,0,0
558.8,0,0,242,0
559.0,0,0,0,0
559.2,0,0,0,0
559.5,0,0,0,0
559.8,0,0,94,0
560.0,0,0,0,0
560.2,0,0,0,0
560.5,0,0,0,0
560.8,0,0,277,0
561.0,0,0,0,0
561.2,0,0,0,0
561.5,0,0,0,0
561.8,0,0,217,0
562.0,0,0,0,0
562.2,0,0,0,0
562.5,0,0,0,0
562.8,0,0,93,0
563.0,0,0,0,0
563.2,0,0,0,0
563.5,0,0,0,0
563.8,0,0,375,0
564.0,0,0,0,0
564.2,0,0,0,0
564.5,0,0,0,0
564.8,0,0,243,0
565.0,0,0,0,0
565.2,0,0,0,0
565.5,0,0,0,0
565.8,0,0,212,0
566.0,0,0,0,0
566.2,0,0,0,0
566.5,0,0,0,0
566.8,0,0,132,0
567.0,0,0,0,0
567.2,0,0,0,0
567.5,0,0,0,0
567.8,0,0,245,0
568.0,0,0,0,0
568.2,0,0,0,0
568.5,0,0,0,0
568.8,0,0,244,0
569.0,0,0,0,0
569.2,0,0,0,0
569.5,0,0,0,0
569.8,0,0,95,0
570.0,0,0,0,0
570.2,0,0,0,0
570.5,0,0,0,0
570.8,0,0,273,0
571.0,0,0,0,0
571.2,0,0,0,0
571.5,0,0,0,0
571.8,0,0,213,0
572.0,0,0,0,0
572.2,0,0,0,0
572.5,0,0,0,0
572.8,0,0,89,0
573.0,0,0,0,0
573.2,0,0,0,0
573.5,0,0,0,0
573.8,0,0,369,0
574.0,0,0,0,0
574.2,0,0,0,0
574.5,0,0,0,0
574.8,0,0,249,0
575.0,0,0,0,0
575.2,0,0,0,0
575.5,0,0,0,0
575.8,0,0,212,0
576.0,0,0,0,0
576.2,0,0,0,0
576.5,0,0,695,0
576.8,0,0,826,0
577.0,0,0,0,0
577.2,0,0,0,0
577.5,0,0,0,0
577.8,0,0,245,0
578.0,0,0,0,0
578.2,0,0,0,0
578.5,0,0,0,0
578.8,0,0,237,0
579.0,0,0,0,0
579.2,0,0,0,0
579.5,0,0,0,0
